지역,월,일시,시간,승차,하차,전체
경기도 고양시 일산동구 풍산동,1,주말,10시~11시,456 ,186 ,642 
경기도 고양시 일산동구 풍산동,1,주말,11시~12시,480 ,174 ,654 
경기도 고양시 일산동구 풍산동,1,주말,12시~13시,443 ,273 ,716 
경기도 고양시 일산동구 풍산동,1,주말,13시~14시,503 ,334 ,837 
경기도 고양시 일산동구 풍산동,1,주말,14시~15시,429 ,293 ,722 
경기도 고양시 일산동구 풍산동,1,주말,15시~16시,416 ,362 ,778 
경기도 고양시 일산동구 풍산동,1,주말,16시~17시,379 ,374 ,753 
경기도 고양시 일산동구 풍산동,1,주말,17시~18시,403 ,448 ,851 
경기도 고양시 일산동구 풍산동,1,주말,18시~19시,349 ,471 ,820 
경기도 고양시 일산동구 풍산동,1,주말,19시~20시,204 ,420 ,624 
경기도 고양시 일산동구 풍산동,1,주말,20시~21시,161 ,340 ,501 
경기도 고양시 일산동구 풍산동,1,주말,21시~22시,157 ,424 ,581 
경기도 고양시 일산동구 풍산동,1,주말,22시~23시,122 ,482 ,604 
경기도 고양시 일산동구 풍산동,1,주말,23시~24시,45 ,347 ,392 
경기도 고양시 일산동구 풍산동,1,주말,00시~01시,10 ,114 ,124 
경기도 고양시 일산동구 풍산동,1,주말,주간,5054 ,3423 ,8477 
경기도 고양시 일산동구 풍산동,1,주말,전일,5992 ,5654 ,11646 
경기도 고양시 일산동구 백석1동,1,평일,01시~02시,19 ,44 ,63 
경기도 고양시 일산동구 백석1동,1,평일,02시~03시,2 ,1 ,3 
경기도 고양시 일산동구 백석1동,1,평일,04시~05시,3 ,-,3 
경기도 고양시 일산동구 백석1동,1,평일,05시~06시,93 ,111 ,204 
경기도 고양시 일산동구 백석1동,1,평일,06시~07시,351 ,395 ,746 
경기도 고양시 일산동구 백석1동,1,평일,07시~08시,767 ,856 ,1623 
경기도 고양시 일산동구 백석1동,1,평일,08시~09시,1106 ,1797 ,2903 
경기도 고양시 일산동구 백석1동,1,평일,09시~10시,741 ,1087 ,1828 
경기도 고양시 일산동구 백석1동,1,평일,10시~11시,561 ,823 ,1384 
경기도 고양시 일산동구 백석1동,1,평일,11시~12시,625 ,787 ,1412 
경기도 고양시 일산동구 백석1동,1,평일,12시~13시,651 ,770 ,1421 
경기도 고양시 일산동구 백석1동,1,평일,13시~14시,637 ,931 ,1568 
경기도 고양시 일산동구 백석1동,1,평일,14시~15시,711 ,867 ,1578 
경기도 고양시 일산동구 백석1동,1,평일,15시~16시,780 ,873 ,1653 
경기도 고양시 일산동구 백석1동,1,평일,16시~17시,816 ,961 ,1777 
경기도 고양시 일산동구 백석1동,1,평일,17시~18시,1121 ,1042 ,2163 
경기도 고양시 일산동구 백석1동,1,평일,18시~19시,1528 ,1495 ,3023 
경기도 고양시 일산동구 백석1동,1,평일,19시~20시,1024 ,1459 ,2483 
경기도 고양시 일산동구 백석1동,1,평일,20시~21시,772 ,1089 ,1861 
경기도 고양시 일산동구 백석1동,1,평일,21시~22시,720 ,932 ,1652 
경기도 고양시 일산동구 백석1동,1,평일,22시~23시,649 ,937 ,1586 
경기도 고양시 일산동구 백석1동,1,평일,23시~24시,393 ,642 ,1035 
경기도 고양시 일산동구 백석1동,1,평일,00시~01시,136 ,256 ,392 
경기도 고양시 일산동구 백석1동,1,평일,주간,10044 ,12289 ,22333 
경기도 고양시 일산동구 백석1동,1,평일,전일,14206 ,18155 ,32361 
경기도 고양시 일산동구 백석1동,1,주말,01시~02시,11 ,47 ,58 
경기도 고양시 일산동구 백석1동,1,주말,02시~03시,-,5 ,5 
경기도 고양시 일산동구 백석1동,1,주말,04시~05시,5 ,5 ,10 
경기도 고양시 일산동구 백석1동,1,주말,05시~06시,51 ,89 ,140 
경기도 고양시 일산동구 백석1동,1,주말,06시~07시,144 ,241 ,385 
경기도 고양시 일산동구 백석1동,1,주말,07시~08시,280 ,367 ,647 
경기도 고양시 일산동구 백석1동,1,주말,08시~09시,419 ,603 ,1022 
경기도 고양시 일산동구 백석1동,1,주말,09시~10시,485 ,713 ,1198 
경기도 고양시 일산동구 백석1동,1,주말,10시~11시,460 ,714 ,1174 
경기도 고양시 일산동구 백석1동,1,주말,11시~12시,517 ,720 ,1237 
경기도 고양시 일산동구 백석1동,1,주말,12시~13시,661 ,932 ,1593 
경기도 고양시 일산동구 백석1동,1,주말,13시~14시,700 ,813 ,1513 
경기도 고양시 일산동구 백석1동,1,주말,14시~15시,563 ,793 ,1356 
경기도 고양시 일산동구 백석1동,1,주말,15시~16시,693 ,903 ,1596 
경기도 고양시 일산동구 백석1동,1,주말,16시~17시,781 ,915 ,1696 
경기도 고양시 일산동구 백석1동,1,주말,17시~18시,796 ,999 ,1795 
경기도 고양시 일산동구 백석1동,1,주말,18시~19시,807 ,980 ,1787 
경기도 고양시 일산동구 백석1동,1,주말,19시~20시,640 ,829 ,1469 
경기도 고양시 일산동구 백석1동,1,주말,20시~21시,599 ,666 ,1265 
경기도 고양시 일산동구 백석1동,1,주말,21시~22시,538 ,711 ,1249 
경기도 고양시 일산동구 백석1동,1,주말,22시~23시,703 ,688 ,1391 
경기도 고양시 일산동구 백석1동,1,주말,23시~24시,414 ,527 ,941 
경기도 고양시 일산동구 백석1동,1,주말,00시~01시,146 ,291 ,437 
경기도 고양시 일산동구 백석1동,1,주말,주간,7162 ,9452 ,16614 
경기도 고양시 일산동구 백석1동,1,주말,전일,10413 ,13551 ,23964 
경기도 고양시 일산동구 마두1동,1,평일,01시~02시,19 ,31 ,50 
경기도 고양시 일산동구 마두1동,1,평일,02시~03시,-,4 ,4 
경기도 고양시 일산동구 마두1동,1,평일,05시~06시,78 ,95 ,173 
경기도 고양시 일산동구 마두1동,1,평일,06시~07시,289 ,374 ,663 
경기도 고양시 일산동구 마두1동,1,평일,07시~08시,516 ,1046 ,1562 
경기도 고양시 일산동구 마두1동,1,평일,08시~09시,1019 ,1581 ,2600 
경기도 고양시 일산동구 마두1동,1,평일,09시~10시,789 ,1297 ,2086 
경기도 고양시 일산동구 마두1동,1,평일,10시~11시,633 ,800 ,1433 
경기도 고양시 일산동구 마두1동,1,평일,11시~12시,698 ,874 ,1572 
경기도 고양시 일산동구 마두1동,1,평일,12시~13시,752 ,853 ,1605 
경기도 고양시 일산동구 마두1동,1,평일,13시~14시,894 ,1002 ,1896 
경기도 고양시 일산동구 마두1동,1,평일,14시~15시,884 ,916 ,1800 
경기도 고양시 일산동구 마두1동,1,평일,15시~16시,993 ,872 ,1865 
경기도 고양시 일산동구 마두1동,1,평일,16시~17시,1091 ,981 ,2072 
경기도 고양시 일산동구 마두1동,1,평일,17시~18시,1415 ,1160 ,2575 
경기도 고양시 일산동구 마두1동,1,평일,18시~19시,1937 ,1380 ,3317 
경기도 고양시 일산동구 마두1동,1,평일,19시~20시,1512 ,1059 ,2571 
경기도 고양시 일산동구 마두1동,1,평일,20시~21시,1227 ,782 ,2009 
경기도 고양시 일산동구 마두1동,1,평일,21시~22시,1163 ,619 ,1782 
경기도 고양시 일산동구 마두1동,1,평일,22시~23시,1192 ,664 ,1856 
경기도 고양시 일산동구 마두1동,1,평일,23시~24시,577 ,400 ,977 
경기도 고양시 일산동구 마두1동,1,평일,00시~01시,176 ,169 ,345 
경기도 고양시 일산동구 마두1동,1,평일,주간,11621 ,12762 ,24383 
경기도 고양시 일산동구 마두1동,1,평일,전일,17854 ,16959 ,34813 
경기도 고양시 일산동구 마두1동,1,주말,01시~02시,15 ,31 ,46 
경기도 고양시 일산동구 마두1동,1,주말,02시~03시,-,3 ,3 
경기도 고양시 일산동구 마두1동,1,주말,04시~05시,5 ,-,5 
경기도 고양시 일산동구 마두1동,1,주말,05시~06시,42 ,69 ,111 
경기도 고양시 일산동구 마두1동,1,주말,06시~07시,152 ,133 ,285 
경기도 고양시 일산동구 마두1동,1,주말,07시~08시,228 ,265 ,493 
경기도 고양시 일산동구 마두1동,1,주말,08시~09시,427 ,478 ,905 
경기도 고양시 일산동구 마두1동,1,주말,09시~10시,551 ,689 ,1240 
경기도 고양시 일산동구 마두1동,1,주말,10시~11시,476 ,727 ,1203 
경기도 고양시 일산동구 마두1동,1,주말,11시~12시,525 ,761 ,1286 
경기도 고양시 일산동구 마두1동,1,주말,12시~13시,699 ,873 ,1572 
경기도 고양시 일산동구 마두1동,1,주말,13시~14시,768 ,969 ,1737 
경기도 고양시 일산동구 마두1동,1,주말,14시~15시,805 ,896 ,1701 
경기도 고양시 일산동구 마두1동,1,주말,15시~16시,852 ,896 ,1748 
경기도 고양시 일산동구 마두1동,1,주말,16시~17시,999 ,961 ,1960 
경기도 고양시 일산동구 마두1동,1,주말,17시~18시,1165 ,978 ,2143 
경기도 고양시 일산동구 마두1동,1,주말,18시~19시,1087 ,1004 ,2091 
경기도 고양시 일산동구 마두1동,1,주말,19시~20시,863 ,759 ,1622 
경기도 고양시 일산동구 마두1동,1,주말,20시~21시,838 ,585 ,1423 
경기도 고양시 일산동구 마두1동,1,주말,21시~22시,881 ,536 ,1417 
경기도 고양시 일산동구 마두1동,1,주말,22시~23시,1040 ,571 ,1611 
경기도 고양시 일산동구 마두1동,1,주말,23시~24시,598 ,369 ,967 
경기도 고양시 일산동구 마두1동,1,주말,00시~01시,190 ,199 ,389 
경기도 고양시 일산동구 마두1동,1,주말,주간,8582 ,9497 ,18079 
경기도 고양시 일산동구 마두1동,1,주말,전일,13206 ,12752 ,25958 
경기도 고양시 일산동구 마두2동,1,평일,01시~02시,6 ,23 ,29 
경기도 고양시 일산동구 마두2동,1,평일,05시~06시,15 ,28 ,43 
경기도 고양시 일산동구 마두2동,1,평일,06시~07시,116 ,193 ,309 
경기도 고양시 일산동구 마두2동,1,평일,07시~08시,216 ,384 ,600 
경기도 고양시 일산동구 마두2동,1,평일,08시~09시,371 ,702 ,1073 
경기도 고양시 일산동구 마두2동,1,평일,09시~10시,286 ,693 ,979 
경기도 고양시 일산동구 마두2동,1,평일,10시~11시,211 ,417 ,628 
경기도 고양시 일산동구 마두2동,1,평일,11시~12시,306 ,429 ,735 
경기도 고양시 일산동구 마두2동,1,평일,12시~13시,362 ,482 ,844 
경기도 고양시 일산동구 마두2동,1,평일,13시~14시,343 ,495 ,838 
경기도 고양시 일산동구 마두2동,1,평일,14시~15시,349 ,441 ,790 
경기도 고양시 일산동구 마두2동,1,평일,15시~16시,431 ,497 ,928 
경기도 고양시 일산동구 마두2동,1,평일,16시~17시,502 ,463 ,965 
경기도 고양시 일산동구 마두2동,1,평일,17시~18시,506 ,492 ,998 
경기도 고양시 일산동구 마두2동,1,평일,18시~19시,604 ,621 ,1225 
경기도 고양시 일산동구 마두2동,1,평일,19시~20시,504 ,599 ,1103 
경기도 고양시 일산동구 마두2동,1,평일,20시~21시,339 ,464 ,803 
경기도 고양시 일산동구 마두2동,1,평일,21시~22시,376 ,364 ,740 
경기도 고양시 일산동구 마두2동,1,평일,22시~23시,363 ,381 ,744 
경기도 고양시 일산동구 마두2동,1,평일,23시~24시,171 ,290 ,461 
경기도 고양시 일산동구 마두2동,1,평일,00시~01시,63 ,96 ,159 
경기도 고양시 일산동구 마두2동,1,평일,주간,4487 ,6116 ,10603 
경기도 고양시 일산동구 마두2동,1,평일,전일,6440 ,8554 ,14994 
경기도 고양시 일산동구 마두2동,1,주말,01시~02시,10 ,15 ,25 
경기도 고양시 일산동구 마두2동,1,주말,02시~03시,-,3 ,3 
경기도 고양시 일산동구 마두2동,1,주말,04시~05시,1 ,-,1 
경기도 고양시 일산동구 마두2동,1,주말,05시~06시,8 ,14 ,22 
경기도 고양시 일산동구 마두2동,1,주말,06시~07시,69 ,102 ,171 
경기도 고양시 일산동구 마두2동,1,주말,07시~08시,93 ,173 ,266 
경기도 고양시 일산동구 마두2동,1,주말,08시~09시,151 ,318 ,469 
경기도 고양시 일산동구 마두2동,1,주말,09시~10시,236 ,420 ,656 
경기도 고양시 일산동구 마두2동,1,주말,10시~11시,229 ,441 ,670 
경기도 고양시 일산동구 마두2동,1,주말,11시~12시,314 ,470 ,784 
경기도 고양시 일산동구 마두2동,1,주말,12시~13시,295 ,512 ,807 
경기도 고양시 일산동구 마두2동,1,주말,13시~14시,384 ,569 ,953 
경기도 고양시 일산동구 마두2동,1,주말,14시~15시,333 ,452 ,785 
경기도 고양시 일산동구 마두2동,1,주말,15시~16시,381 ,469 ,850 
경기도 고양시 일산동구 마두2동,1,주말,16시~17시,399 ,456 ,855 
경기도 고양시 일산동구 마두2동,1,주말,17시~18시,414 ,413 ,827 
경기도 고양시 일산동구 마두2동,1,주말,18시~19시,414 ,433 ,847 
경기도 고양시 일산동구 마두2동,1,주말,19시~20시,387 ,329 ,716 
경기도 고양시 일산동구 마두2동,1,주말,20시~21시,253 ,266 ,519 
경기도 고양시 일산동구 마두2동,1,주말,21시~22시,265 ,297 ,562 
경기도 고양시 일산동구 마두2동,1,주말,22시~23시,256 ,302 ,558 
경기도 고양시 일산동구 마두2동,1,주말,23시~24시,162 ,256 ,418 
경기도 고양시 일산동구 마두2동,1,주말,00시~01시,58 ,155 ,213 
경기도 고양시 일산동구 마두2동,1,주말,주간,3643 ,5126 ,8769 
경기도 고양시 일산동구 마두2동,1,주말,전일,5112 ,6865 ,11977 
경기도 고양시 일산동구 장항1동,1,평일,05시~06시,2 ,-,2 
경기도 고양시 일산동구 장항1동,1,평일,06시~07시,11 ,35 ,46 
경기도 고양시 일산동구 장항1동,1,평일,07시~08시,12 ,63 ,75 
경기도 고양시 일산동구 장항1동,1,평일,08시~09시,26 ,156 ,182 
경기도 고양시 일산동구 장항1동,1,평일,09시~10시,15 ,92 ,107 
경기도 고양시 일산동구 장항1동,1,평일,10시~11시,12 ,43 ,55 
경기도 고양시 일산동구 장항1동,1,평일,11시~12시,21 ,17 ,38 
경기도 고양시 일산동구 장항1동,1,평일,12시~13시,17 ,30 ,47 
경기도 고양시 일산동구 장항1동,1,평일,13시~14시,13 ,38 ,51 
경기도 고양시 일산동구 장항1동,1,평일,14시~15시,21 ,25 ,46 
경기도 고양시 일산동구 장항1동,1,평일,15시~16시,32 ,21 ,53 
경기도 고양시 일산동구 장항1동,1,평일,16시~17시,36 ,25 ,61 
경기도 고양시 일산동구 장항1동,1,평일,17시~18시,75 ,34 ,109 
경기도 고양시 일산동구 장항1동,1,평일,18시~19시,147 ,24 ,171 
경기도 고양시 일산동구 장항1동,1,평일,19시~20시,61 ,27 ,88 
경기도 고양시 일산동구 장항1동,1,평일,20시~21시,30 ,8 ,38 
경기도 고양시 일산동구 장항1동,1,평일,21시~22시,34 ,12 ,46 
경기도 고양시 일산동구 장항1동,1,평일,22시~23시,8 ,7 ,15 
경기도 고양시 일산동구 장항1동,1,평일,23시~24시,7 ,1 ,8 
경기도 고양시 일산동구 장항1동,1,평일,주간,427 ,568 ,995 
경기도 고양시 일산동구 장항1동,1,평일,전일,580 ,658 ,1238 
경기도 고양시 일산동구 장항1동,1,주말,06시~07시,3 ,18 ,21 
경기도 고양시 일산동구 장항1동,1,주말,07시~08시,3 ,36 ,39 
경기도 고양시 일산동구 장항1동,1,주말,08시~09시,11 ,47 ,58 
경기도 고양시 일산동구 장항1동,1,주말,09시~10시,12 ,29 ,41 
경기도 고양시 일산동구 장항1동,1,주말,10시~11시,12 ,18 ,30 
경기도 고양시 일산동구 장항1동,1,주말,11시~12시,12 ,17 ,29 
경기도 고양시 일산동구 장항1동,1,주말,12시~13시,17 ,15 ,32 
경기도 고양시 일산동구 장항1동,1,주말,13시~14시,18 ,22 ,40 
경기도 고양시 일산동구 장항1동,1,주말,14시~15시,14 ,29 ,43 
경기도 고양시 일산동구 장항1동,1,주말,15시~16시,30 ,29 ,59 
경기도 고양시 일산동구 장항1동,1,주말,16시~17시,30 ,37 ,67 
경기도 고양시 일산동구 장항1동,1,주말,17시~18시,22 ,13 ,35 
경기도 고양시 일산동구 장항1동,1,주말,18시~19시,39 ,17 ,56 
경기도 고양시 일산동구 장항1동,1,주말,19시~20시,18 ,13 ,31 
경기도 고양시 일산동구 장항1동,1,주말,20시~21시,21 ,7 ,28 
경기도 고양시 일산동구 장항1동,1,주말,21시~22시,23 ,5 ,28 
경기도 고양시 일산동구 장항1동,1,주말,22시~23시,4 ,7 ,11 
경기도 고양시 일산동구 장항1동,1,주말,23시~24시,4 ,3 ,7 
경기도 고양시 일산동구 장항1동,1,주말,주간,220 ,309 ,529 
경기도 고양시 일산동구 장항1동,1,주말,전일,293 ,362 ,655 
경기도 고양시 일산동구 장항2동,1,평일,01시~02시,1 ,5 ,6 
경기도 고양시 일산동구 장항2동,1,평일,04시~05시,48 ,22 ,70 
경기도 고양시 일산동구 장항2동,1,평일,05시~06시,288 ,163 ,451 
경기도 고양시 일산동구 장항2동,1,평일,06시~07시,653 ,403 ,1056 
경기도 고양시 일산동구 장항2동,1,평일,07시~08시,996 ,698 ,1694 
경기도 고양시 일산동구 장항2동,1,평일,08시~09시,1030 ,1866 ,2896 
경기도 고양시 일산동구 장항2동,1,평일,09시~10시,808 ,1853 ,2661 
경기도 고양시 일산동구 장항2동,1,평일,10시~11시,752 ,1178 ,1930 
경기도 고양시 일산동구 장항2동,1,평일,11시~12시,835 ,1213 ,2048 
경기도 고양시 일산동구 장항2동,1,평일,12시~13시,866 ,1148 ,2014 
경기도 고양시 일산동구 장항2동,1,평일,13시~14시,987 ,1174 ,2161 
경기도 고양시 일산동구 장항2동,1,평일,14시~15시,1140 ,1146 ,2286 
경기도 고양시 일산동구 장항2동,1,평일,15시~16시,1174 ,1143 ,2317 
경기도 고양시 일산동구 장항2동,1,평일,16시~17시,1284 ,1112 ,2396 
경기도 고양시 일산동구 장항2동,1,평일,17시~18시,1564 ,1338 ,2902 
경기도 고양시 일산동구 장항2동,1,평일,18시~19시,1932 ,1443 ,3375 
경기도 고양시 일산동구 장항2동,1,평일,19시~20시,1226 ,1115 ,2341 
경기도 고양시 일산동구 장항2동,1,평일,20시~21시,1180 ,733 ,1913 
경기도 고양시 일산동구 장항2동,1,평일,21시~22시,1258 ,580 ,1838 
경기도 고양시 일산동구 장항2동,1,평일,22시~23시,1185 ,554 ,1739 
경기도 고양시 일산동구 장항2동,1,평일,23시~24시,577 ,369 ,946 
경기도 고양시 일산동구 장항2동,1,평일,00시~01시,157 ,111 ,268 
경기도 고양시 일산동구 장항2동,1,평일,주간,13368 ,15312 ,28680 
경기도 고양시 일산동구 장항2동,1,평일,전일,19941 ,19367 ,39308 
경기도 고양시 일산동구 장항2동,1,주말,01시~02시,2 ,2 ,4 
경기도 고양시 일산동구 장항2동,1,주말,04시~05시,70 ,19 ,89 
경기도 고양시 일산동구 장항2동,1,주말,05시~06시,253 ,145 ,398 
경기도 고양시 일산동구 장항2동,1,주말,06시~07시,264 ,270 ,534 
경기도 고양시 일산동구 장항2동,1,주말,07시~08시,335 ,329 ,664 
경기도 고양시 일산동구 장항2동,1,주말,08시~09시,588 ,825 ,1413 
경기도 고양시 일산동구 장항2동,1,주말,09시~10시,635 ,1149 ,1784 
경기도 고양시 일산동구 장항2동,1,주말,10시~11시,717 ,1190 ,1907 
경기도 고양시 일산동구 장항2동,1,주말,11시~12시,849 ,1292 ,2141 
경기도 고양시 일산동구 장항2동,1,주말,12시~13시,923 ,1312 ,2235 
경기도 고양시 일산동구 장항2동,1,주말,13시~14시,1030 ,1463 ,2493 
경기도 고양시 일산동구 장항2동,1,주말,14시~15시,934 ,1400 ,2334 
경기도 고양시 일산동구 장항2동,1,주말,15시~16시,1215 ,1330 ,2545 
경기도 고양시 일산동구 장항2동,1,주말,16시~17시,1324 ,1375 ,2699 
경기도 고양시 일산동구 장항2동,1,주말,17시~18시,1420 ,1276 ,2696 
경기도 고양시 일산동구 장항2동,1,주말,18시~19시,1407 ,1428 ,2835 
경기도 고양시 일산동구 장항2동,1,주말,19시~20시,1018 ,1085 ,2103 
경기도 고양시 일산동구 장항2동,1,주말,20시~21시,1129 ,817 ,1946 
경기도 고양시 일산동구 장항2동,1,주말,21시~22시,1137 ,619 ,1756 
경기도 고양시 일산동구 장항2동,1,주말,22시~23시,1053 ,500 ,1553 
경기도 고양시 일산동구 장항2동,1,주말,23시~24시,648 ,315 ,963 
경기도 고양시 일산동구 장항2동,1,주말,00시~01시,208 ,120 ,328 
경기도 고양시 일산동구 장항2동,1,주말,주간,11377 ,14369 ,25746 
경기도 고양시 일산동구 장항2동,1,주말,전일,17159 ,18261 ,35420 
경기도 고양시 일산동구 고봉동,1,평일,04시~05시,10 ,-,10 
경기도 고양시 일산동구 고봉동,1,평일,05시~06시,83 ,20 ,103 
경기도 고양시 일산동구 고봉동,1,평일,06시~07시,212 ,92 ,304 
경기도 고양시 일산동구 고봉동,1,평일,07시~08시,457 ,317 ,774 
경기도 고양시 일산동구 고봉동,1,평일,08시~09시,503 ,685 ,1188 
경기도 고양시 일산동구 고봉동,1,평일,09시~10시,326 ,236 ,562 
경기도 고양시 일산동구 고봉동,1,평일,10시~11시,287 ,141 ,428 
경기도 고양시 일산동구 고봉동,1,평일,11시~12시,248 ,121 ,369 
경기도 고양시 일산동구 고봉동,1,평일,12시~13시,288 ,173 ,461 
경기도 고양시 일산동구 고봉동,1,평일,13시~14시,246 ,153 ,399 
경기도 고양시 일산동구 고봉동,1,평일,14시~15시,274 ,168 ,442 
경기도 고양시 일산동구 고봉동,1,평일,15시~16시,237 ,221 ,458 
경기도 고양시 일산동구 고봉동,1,평일,16시~17시,230 ,237 ,467 
경기도 고양시 일산동구 고봉동,1,평일,17시~18시,328 ,286 ,614 
경기도 고양시 일산동구 고봉동,1,평일,18시~19시,465 ,312 ,777 
경기도 고양시 일산동구 고봉동,1,평일,19시~20시,183 ,328 ,511 
경기도 고양시 일산동구 고봉동,1,평일,20시~21시,100 ,261 ,361 
경기도 고양시 일산동구 고봉동,1,평일,21시~22시,96 ,181 ,277 
경기도 고양시 일산동구 고봉동,1,평일,22시~23시,66 ,190 ,256 
경기도 고양시 일산동구 고봉동,1,평일,23시~24시,30 ,137 ,167 
경기도 고양시 일산동구 고봉동,1,평일,00시~01시,5 ,42 ,47 
경기도 고양시 일산동구 고봉동,1,평일,주간,3889 ,3050 ,6939 
경기도 고양시 일산동구 고봉동,1,평일,전일,4674 ,4301 ,8975 
경기도 고양시 일산동구 고봉동,1,주말,01시~02시,-,1 ,1 
경기도 고양시 일산동구 고봉동,1,주말,04시~05시,8 ,-,8 
경기도 고양시 일산동구 고봉동,1,주말,05시~06시,58 ,22 ,80 
경기도 고양시 일산동구 고봉동,1,주말,06시~07시,90 ,67 ,157 
경기도 고양시 일산동구 고봉동,1,주말,07시~08시,176 ,158 ,334 
경기도 고양시 일산동구 고봉동,1,주말,08시~09시,267 ,199 ,466 
경기도 고양시 일산동구 고봉동,1,주말,09시~10시,293 ,174 ,467 
경기도 고양시 일산동구 고봉동,1,주말,10시~11시,339 ,126 ,465 
경기도 고양시 일산동구 고봉동,1,주말,11시~12시,260 ,125 ,385 
경기도 고양시 일산동구 고봉동,1,주말,12시~13시,264 ,173 ,437 
경기도 고양시 일산동구 고봉동,1,주말,13시~14시,256 ,154 ,410 
경기도 고양시 일산동구 고봉동,1,주말,14시~15시,214 ,145 ,359 
경기도 고양시 일산동구 고봉동,1,주말,15시~16시,244 ,160 ,404 
경기도 고양시 일산동구 고봉동,1,주말,16시~17시,223 ,231 ,454 
경기도 고양시 일산동구 고봉동,1,주말,17시~18시,297 ,192 ,489 
경기도 고양시 일산동구 고봉동,1,주말,18시~19시,196 ,196 ,392 
경기도 고양시 일산동구 고봉동,1,주말,19시~20시,98 ,193 ,291 
경기도 고양시 일산동구 고봉동,1,주말,20시~21시,113 ,183 ,296 
경기도 고양시 일산동구 고봉동,1,주말,21시~22시,98 ,173 ,271 
경기도 고양시 일산동구 고봉동,1,주말,22시~23시,57 ,166 ,223 
경기도 고양시 일산동구 고봉동,1,주말,23시~24시,18 ,134 ,152 
경기도 고양시 일산동구 고봉동,1,주말,00시~01시,1 ,40 ,41 
경기도 고양시 일산동구 고봉동,1,주말,주간,3029 ,2033 ,5062 
경기도 고양시 일산동구 고봉동,1,주말,전일,3570 ,3012 ,6582 
경기도 고양시 일산동구 백석2동,1,평일,01시~02시,7 ,14 ,21 
경기도 고양시 일산동구 백석2동,1,평일,04시~05시,13 ,3 ,16 
경기도 고양시 일산동구 백석2동,1,평일,05시~06시,113 ,29 ,142 
경기도 고양시 일산동구 백석2동,1,평일,06시~07시,347 ,73 ,420 
경기도 고양시 일산동구 백석2동,1,평일,07시~08시,643 ,193 ,836 
경기도 고양시 일산동구 백석2동,1,평일,08시~09시,693 ,469 ,1162 
경기도 고양시 일산동구 백석2동,1,평일,09시~10시,488 ,278 ,766 
경기도 고양시 일산동구 백석2동,1,평일,10시~11시,356 ,233 ,589 
경기도 고양시 일산동구 백석2동,1,평일,11시~12시,382 ,213 ,595 
경기도 고양시 일산동구 백석2동,1,평일,12시~13시,396 ,240 ,636 
경기도 고양시 일산동구 백석2동,1,평일,13시~14시,440 ,228 ,668 
경기도 고양시 일산동구 백석2동,1,평일,14시~15시,339 ,230 ,569 
경기도 고양시 일산동구 백석2동,1,평일,15시~16시,465 ,237 ,702 
경기도 고양시 일산동구 백석2동,1,평일,16시~17시,413 ,265 ,678 
경기도 고양시 일산동구 백석2동,1,평일,17시~18시,635 ,305 ,940 
경기도 고양시 일산동구 백석2동,1,평일,18시~19시,697 ,404 ,1101 
경기도 고양시 일산동구 백석2동,1,평일,19시~20시,454 ,303 ,757 
경기도 고양시 일산동구 백석2동,1,평일,20시~21시,356 ,204 ,560 
경기도 고양시 일산동구 백석2동,1,평일,21시~22시,367 ,251 ,618 
경기도 고양시 일산동구 백석2동,1,평일,22시~23시,335 ,222 ,557 
경기도 고양시 일산동구 백석2동,1,평일,23시~24시,169 ,136 ,305 
경기도 고양시 일산동구 백석2동,1,평일,00시~01시,37 ,62 ,99 
경기도 고양시 일산동구 백석2동,1,평일,주간,5947 ,3295 ,9242 
경기도 고양시 일산동구 백석2동,1,평일,전일,8145 ,4592 ,12737 
경기도 고양시 일산동구 백석2동,1,주말,01시~02시,3 ,3 ,6 
경기도 고양시 일산동구 백석2동,1,주말,04시~05시,11 ,5 ,16 
경기도 고양시 일산동구 백석2동,1,주말,05시~06시,79 ,48 ,127 
경기도 고양시 일산동구 백석2동,1,주말,06시~07시,117 ,64 ,181 
경기도 고양시 일산동구 백석2동,1,주말,07시~08시,193 ,121 ,314 
경기도 고양시 일산동구 백석2동,1,주말,08시~09시,356 ,188 ,544 
경기도 고양시 일산동구 백석2동,1,주말,09시~10시,338 ,177 ,515 
경기도 고양시 일산동구 백석2동,1,주말,10시~11시,357 ,159 ,516 
경기도 고양시 일산동구 백석2동,1,주말,11시~12시,438 ,191 ,629 
경기도 고양시 일산동구 백석2동,1,주말,12시~13시,492 ,223 ,715 
경기도 고양시 일산동구 백석2동,1,주말,13시~14시,448 ,238 ,686 
경기도 고양시 일산동구 백석2동,1,주말,14시~15시,425 ,226 ,651 
경기도 고양시 일산동구 백석2동,1,주말,15시~16시,440 ,254 ,694 
경기도 고양시 일산동구 백석2동,1,주말,16시~17시,449 ,223 ,672 
경기도 고양시 일산동구 백석2동,1,주말,17시~18시,521 ,304 ,825 
경기도 고양시 일산동구 백석2동,1,주말,18시~19시,394 ,259 ,653 
경기도 고양시 일산동구 백석2동,1,주말,19시~20시,321 ,201 ,522 
경기도 고양시 일산동구 백석2동,1,주말,20시~21시,319 ,198 ,517 
경기도 고양시 일산동구 백석2동,1,주말,21시~22시,294 ,176 ,470 
경기도 고양시 일산동구 백석2동,1,주말,22시~23시,344 ,167 ,511 
경기도 고양시 일산동구 백석2동,1,주말,23시~24시,153 ,119 ,272 
경기도 고양시 일산동구 백석2동,1,주말,00시~01시,29 ,59 ,88 
