시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경기도 고양덕양구 행신동,973,973,0,샘터마을(화성),101.8,201901,25,38000 ,13,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(화성),134.88,201902,2,40300 ,20,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(화성),134.88,201902,15,43550 ,11,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(화성),134.88,201904,5,38500 ,1,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(효성),134.88,201812,3,43000 ,11,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(효성),101.8,201902,11,38750 ,22,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(효성),134.88,201902,20,42000 ,18,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(효성),101.8,201905,27,36000 ,8,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(효성),134.88,201908,7,42500 ,7,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(효성),134.88,201908,24,40000 ,8,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(효성),134.88,201909,8,42000 ,6,1997,화신로 76
경기도 고양덕양구 행신동,973,973,0,샘터마을(효성),134.88,201909,18,39400 ,4,1997,화신로 76
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201811,17,24000 ,17,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201811,17,26000 ,2,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201811,20,23500 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201811,21,26500 ,5,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201811,21,26000 ,12,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201812,1,26900 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,39.99,201812,8,19050 ,6,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201812,20,25000 ,18,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201812,22,25700 ,14,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,39.99,201812,26,20000 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201901,9,25800 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201901,11,26400 ,6,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201901,15,20000 ,2,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201901,22,23300 ,3,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.97,201901,25,22500 ,8,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,39.99,201901,29,19650 ,12,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201902,2,25000 ,7,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201902,11,21500 ,1,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201902,12,23900 ,14,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201902,16,25000 ,11,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201902,19,25000 ,9,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201902,28,24800 ,5,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.97,201903,6,22250 ,11,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201903,10,21150 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201903,12,25700 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201903,13,24900 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201903,20,24200 ,12,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201903,26,23400 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201903,27,25000 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201903,28,23000 ,2,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201904,2,24700 ,16,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,39.99,201904,3,17550 ,14,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201904,10,25400 ,18,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201904,19,21750 ,1,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201904,26,23000 ,15,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201904,27,21500 ,2,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201905,3,22400 ,12,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201905,7,24900 ,7,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201905,7,24900 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201905,24,23800 ,3,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201906,8,21000 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201906,19,24000 ,12,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201906,22,27000 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201907,4,22500 ,18,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201907,4,21500 ,11,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201907,9,24800 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,39.99,201907,10,17000 ,14,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201907,11,21500 ,11,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201907,13,20900 ,1,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201907,19,22950 ,18,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201907,20,23000 ,14,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201907,20,22600 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201907,22,23900 ,9,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201907,23,22900 ,18,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201907,28,24000 ,17,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201908,2,22000 ,4,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201908,5,24500 ,14,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201908,7,23900 ,14,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201908,9,21500 ,9,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201908,10,22700 ,16,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201908,10,23400 ,8,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201908,15,25000 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201908,17,22500 ,20,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201908,19,23700 ,7,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201908,21,23800 ,7,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.97,201908,22,21900 ,8,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201908,26,22000 ,16,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201908,27,19100 ,4,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,39.99,201908,28,17000 ,1,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201908,29,24000 ,16,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201909,2,20000 ,5,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201909,5,23800 ,14,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201909,17,23900 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.93,201909,18,23000 ,8,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201909,27,24000 ,5,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201909,28,20300 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201910,5,22900 ,5,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.98,201910,5,24500 ,10,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.97,201910,9,22800 ,18,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201910,11,20850 ,13,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,49.96,201910,17,21700 ,19,1996,충장로 118-30
경기도 고양덕양구 행신동,983,983,0,샘터마을2,59.56,201910,19,23300 ,18,1996,충장로 118-30
