시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경기도 고양일산동구 마두동,796,796,0,강촌마을(코오롱),101.94,201903,15,52500 ,4,1993,강석로 152
경기도 고양일산동구 마두동,796,796,0,강촌마을(코오롱),123.75,201906,22,60000 ,3,1993,강석로 152
경기도 고양일산동구 마두동,796,796,0,강촌마을(코오롱),123.75,201908,7,65000 ,14,1993,강석로 152
경기도 고양일산동구 마두동,796,796,0,강촌마을(코오롱),134.88,201908,14,59500 ,3,1993,강석로 152
경기도 고양일산동구 마두동,796,796,0,강촌마을(코오롱),123.75,201908,29,52000 ,1,1993,강석로 152
경기도 고양일산동구 마두동,796,796,0,강촌마을(코오롱),123.75,201910,4,58500 ,11,1993,강석로 152
경기도 고양일산동구 마두동,796,796,0,강촌마을(코오롱),123.75,201911,1,59990 ,12,1993,강석로 152
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),134.803,201812,19,63600 ,6,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),94.05,201812,21,49000 ,13,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),94.05,201901,17,50700 ,7,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),94.05,201901,17,49500 ,15,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),94.05,201901,19,45500 ,8,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201902,14,65500 ,13,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201902,16,63000 ,3,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),94.05,201902,23,46800 ,6,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201905,9,60500 ,6,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),94.05,201905,11,53000 ,13,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),134.803,201905,11,63000 ,17,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201905,20,57500 ,19,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201905,29,60000 ,8,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201906,10,65000 ,15,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),134.803,201906,28,58500 ,18,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201906,29,60000 ,21,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201907,15,59900 ,17,1993,강송로 156
경기도 고양일산동구 마두동,783,783,0,강촌마을(한신),173.58,201908,29,62500 ,13,1993,강송로 156
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201811,21,17600 ,15,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201812,5,17300 ,9,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201812,7,15500 ,1,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201812,14,17400 ,4,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201812,25,18000 ,4,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201901,21,17500 ,12,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201904,22,17900 ,17,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201904,29,15300 ,1,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201905,4,18000 ,4,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201906,12,17600 ,15,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201906,25,17600 ,9,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201907,27,17000 ,14,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201908,6,16900 ,12,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201908,21,16500 ,17,1998,중앙로 1130
경기도 고양일산동구 마두동,806,806,0,"강촌마을, 상가(주상복합)",35.1,201909,7,15000 ,10,1998,중앙로 1130
경기도 고양일산동구 마두동,739,739,0,백마마을(극동),114.81,201812,1,50000 ,2,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(극동),132.8,201812,26,56000 ,2,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(극동),101.91,201902,1,45000 ,3,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(극동),132.8,201903,28,65500 ,13,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(극동),132.8,201907,15,64500 ,18,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(극동),132.8,201908,21,59500 ,12,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(극동),114.81,201909,7,53000 ,12,1992,일산로 205
경기도 고양일산동구 마두동,732,732,0,백마마을(금호),83.77,201812,8,42000 ,10,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(금호),83.77,201812,12,40000 ,9,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(금호),83.77,201902,7,43000 ,7,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(금호),83.77,201904,6,42800 ,14,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(금호),83.77,201904,10,41000 ,9,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(금호),83.77,201904,30,42900 ,10,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(금호),83.77,201908,7,36000 ,21,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(금호),83.77,201908,26,38000 ,15,1995,일산로 206
경기도 고양일산동구 마두동,719,719,0,백마마을(벽산),101.88,201901,14,50700 ,12,1994,일산로 242
경기도 고양일산동구 마두동,719,719,0,백마마을(벽산),59.925,201904,12,30000 ,6,1994,일산로 242
경기도 고양일산동구 마두동,719,719,0,백마마을(벽산),101.88,201904,24,48100 ,7,1994,일산로 242
경기도 고양일산동구 마두동,719,719,0,백마마을(벽산),134.9,201904,30,59700 ,12,1994,일산로 242
경기도 고양일산동구 마두동,719,719,0,백마마을(벽산),59.925,201904,30,29700 ,8,1994,일산로 242
경기도 고양일산동구 마두동,719,719,0,백마마을(벽산),84.9,201905,24,34800 ,1,1994,일산로 242
경기도 고양일산동구 마두동,719,719,0,백마마을(벽산),134.9,201910,3,59500 ,18,1994,일산로 242
경기도 고양일산동구 마두동,719,719,0,백마마을(벽산),59.925,201911,5,29700 ,7,1994,일산로 242
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),133.47,201812,31,60000 ,11,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),101.91,201903,15,54000 ,11,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),101.91,201905,28,45000 ,1,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),133.47,201906,6,62000 ,25,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),133.47,201907,4,60000 ,7,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),133.47,201907,6,61000 ,13,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),133.47,201908,9,60000 ,21,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),133.47,201908,28,64500 ,13,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),101.91,201909,5,49000 ,12,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),101.91,201909,30,56000 ,14,1993,일산로 241
경기도 고양일산동구 마두동,755,755,0,백마마을(삼성),133.47,201910,5,57500 ,12,1993,일산로 241
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),132.8,201811,16,59000 ,14,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),114.81,201901,9,55200 ,7,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),101.91,201903,7,46000 ,10,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),114.81,201903,14,50000 ,8,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),114.81,201904,6,54900 ,4,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),114.81,201904,26,52000 ,3,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),132.8,201905,21,57000 ,6,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),101.91,201905,31,44000 ,3,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),114.81,201907,6,55700 ,9,1992,일산로 205
경기도 고양일산동구 마두동,739,739,0,백마마을(삼환),114.81,201910,14,54300 ,12,1992,일산로 205
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),70.43,201811,13,36200 ,4,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),84.88,201811,28,44800 ,5,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),134.73,201812,1,52000 ,13,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),70.43,201812,3,36500 ,11,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),50.16,201812,13,24200 ,5,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),70.43,201812,18,37000 ,10,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),70.43,201904,10,31000 ,2,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),50.16,201904,17,25700 ,6,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),70.43,201904,18,32000 ,4,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),50.16,201905,2,23950 ,2,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),134.73,201905,29,53000 ,7,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),84.88,201905,30,43000 ,11,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),70.43,201907,15,33500 ,4,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),84.88,201908,20,40000 ,12,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),70.43,201909,20,33600 ,5,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),70.43,201910,7,30000 ,2,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),50.16,201910,10,23800 ,5,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(쌍용),50.16,201910,13,25500 ,6,1994,경의로 333
경기도 고양일산동구 마두동,734,734,0,백마마을(청구),101,201901,19,50200 ,11,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(청구),101,201901,21,48000 ,10,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(청구),101,201908,17,49700 ,6,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(청구),101,201909,19,45500 ,15,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(청구),101,201909,22,46250 ,11,1994,강촌로 191
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),134.73,201812,8,57900 ,7,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),50.16,201812,13,24200 ,1,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),70.43,201812,17,35000 ,3,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),70.43,201812,24,35000 ,7,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),70.43,201902,7,34750 ,17,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),70.43,201902,8,33100 ,4,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),70.43,201902,17,34000 ,7,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),50.16,201906,3,21500 ,2,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),50.16,201906,10,25000 ,10,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),70.43,201906,24,35000 ,3,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),50.16,201909,21,24300 ,8,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),70.43,201909,21,32400 ,6,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),84.88,201909,30,42000 ,17,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),70.43,201910,11,27500 ,1,1994,경의로 333
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),84.88,201910,11,36000 ,2,1994,경의로 333
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),84.945,201811,26,42000 ,20,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),84.945,201812,3,41800 ,8,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),84.945,201812,17,39500 ,10,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),41.13,201812,19,18500 ,10,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),84.945,201812,24,41000 ,14,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),84.945,201901,14,40000 ,11,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),41.13,201901,16,18950 ,14,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),41.13,201903,26,17000 ,1,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),41.13,201906,17,18000 ,11,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),41.13,201907,7,17800 ,11,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),84.945,201907,20,39700 ,20,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),84.945,201907,25,38500 ,5,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),41.13,201908,28,17500 ,4,1995,일산로 206
경기도 고양일산동구 마두동,732,732,0,백마마을(한양),41.13,201910,3,17400 ,14,1995,일산로 206
경기도 고양일산동구 마두동,734,734,0,백마마을(한양4),101.82,201812,1,49000 ,14,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(한양4),101.82,201812,6,48000 ,9,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(한양4),101.82,201901,12,40000 ,1,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(한양4),134.96,201902,18,53200 ,19,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(한양4),134.96,201907,24,42800 ,3,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(한양4),134.96,201908,1,47000 ,15,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(한양4),101.82,201909,30,42300 ,13,1994,강촌로 191
경기도 고양일산동구 마두동,734,734,0,백마마을(한양4),134.96,201910,10,49000 ,8,1994,강촌로 191
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201811,17,27200 ,4,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201811,22,29000 ,7,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201812,4,26600 ,9,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),48.91,201812,10,19200 ,5,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201812,13,27500 ,3,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201812,24,29800 ,7,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201901,9,29300 ,8,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),48.91,201901,9,22400 ,3,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201901,24,28700 ,6,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201901,26,28500 ,20,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201902,8,29500 ,17,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201902,13,29700 ,6,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201902,16,26500 ,3,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),48.91,201902,20,15000 ,6,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201903,1,30000 ,13,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),48.91,201903,15,18800 ,5,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),48.91,201904,2,21600 ,1,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),48.91,201904,5,21400 ,2,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201904,18,27250 ,10,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201905,13,28000 ,13,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201905,21,27500 ,9,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201905,21,26800 ,8,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201906,15,27000 ,11,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201906,26,28800 ,5,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201906,28,27500 ,8,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201908,23,27300 ,7,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),48.91,201909,2,18000 ,6,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),48.91,201909,11,20200 ,1,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201910,9,26500 ,4,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201910,14,26000 ,12,1993,백석로 119
경기도 고양일산동구 백석동,1186,1186,0,백송마을(대림),58.74,201911,1,25200 ,4,1993,백석로 119
경기도 고양일산동구 백석동,1135,1135,0,백송마을(대우),69.336,201811,13,27550 ,10,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(대우),69.336,201811,17,30500 ,11,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(대우),69.336,201811,30,31650 ,9,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(대우),69.336,201812,23,29100 ,4,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(대우),84.768,201906,23,32500 ,6,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(대우),84.768,201907,17,33500 ,16,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(대우),84.768,201908,28,35800 ,5,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(대우),69.336,201910,1,27000 ,1,1994,강촌로 192
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),84.93,201811,25,32000 ,1,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),71.28,201901,12,31200 ,9,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),71.28,201901,31,28000 ,1,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),59.76,201902,13,25000 ,7,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),59.76,201903,4,25950 ,9,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),71.28,201903,30,28500 ,2,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),71.28,201904,3,29000 ,13,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),71.28,201905,4,32500 ,10,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),59.76,201905,24,24500 ,7,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),71.28,201906,2,29700 ,13,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),59.76,201906,6,24900 ,14,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),59.76,201906,24,23000 ,3,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),71.28,201906,26,27600 ,2,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),84.93,201907,22,34800 ,12,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),71.28,201907,30,29300 ,6,1994,강촌로 166
경기도 고양일산동구 백석동,1140,1140,0,백송마을(두산),84.93,201908,5,36300 ,5,1994,강촌로 166
경기도 고양일산동구 백석동,1135,1135,0,백송마을(벽산),84.768,201811,29,35000 ,15,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(벽산),58.626,201812,20,20000 ,12,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(벽산),58.626,201901,11,22500 ,10,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(벽산),58.626,201906,25,21000 ,11,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(벽산),84.768,201907,23,35000 ,12,1994,강촌로 192
경기도 고양일산동구 백석동,1135,1135,0,백송마을(벽산),84.768,201910,25,33200 ,18,1994,강촌로 192
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201811,20,32800 ,9,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201811,23,36100 ,18,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201901,3,32500 ,2,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201902,11,31600 ,13,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201902,27,34900 ,5,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201903,21,31000 ,13,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201903,27,33400 ,7,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201906,3,33000 ,2,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201906,4,33300 ,12,1993,강촌로 146
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,201911,7,32500 ,7,1993,강촌로 146
경기도 고양일산동구 백석동,1190,1190,0,백송마을(삼호),84.69,201812,19,34800 ,11,1992,강촌로 114
경기도 고양일산동구 백석동,1190,1190,0,백송마을(삼호),84.69,201906,14,33500 ,11,1992,강촌로 114
경기도 고양일산동구 백석동,1190,1190,0,백송마을(삼호),59.99,201908,15,26500 ,9,1992,강촌로 114
경기도 고양일산동구 백석동,1190,1190,0,백송마을(삼호),84.69,201909,7,32000 ,14,1992,강촌로 114
경기도 고양일산동구 백석동,1190,1190,0,백송마을(삼호),59.99,201909,16,27000 ,5,1992,강촌로 114
경기도 고양일산동구 백석동,1139,1139,0,백송마을(선경),84.6,201902,15,36000 ,11,1994,백석로 151
경기도 고양일산동구 백석동,1139,1139,0,백송마을(선경),84.6,201904,2,32500 ,2,1994,백석로 151
경기도 고양일산동구 백석동,1139,1139,0,백송마을(선경),51.03,201908,17,20000 ,9,1994,백석로 151
경기도 고양일산동구 백석동,1139,1139,0,백송마을(선경),84.6,201910,11,32500 ,5,1994,백석로 151
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201811,29,22000 ,2,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201811,29,23400 ,14,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),37.8,201812,11,17800 ,14,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201812,20,23000 ,14,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201812,28,22000 ,14,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),39.96,201812,31,19000 ,3,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),39.96,201901,1,17000 ,5,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201901,20,22300 ,6,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201902,16,21000 ,5,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201902,24,18000 ,1,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201902,25,22800 ,7,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201903,8,20000 ,2,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201903,19,21700 ,5,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),39.96,201903,29,18250 ,3,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),39.96,201904,25,17000 ,3,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201905,24,22500 ,9,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201906,20,21000 ,9,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),37.8,201906,24,13000 ,5,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),37.8,201907,6,15700 ,5,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),37.8,201907,24,15500 ,7,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),37.8,201908,30,17000 ,14,1992,백석로 109
경기도 고양일산동구 백석동,1183,1183,0,백송마을(우성),52.92,201909,19,19200 ,7,1992,백석로 109
경기도 고양일산동구 백석동,1136,1136,0,백송마을(임광),84.27,201811,29,31800 ,7,1994,백석로 175
경기도 고양일산동구 백석동,1136,1136,0,백송마을(임광),84.27,201812,12,32000 ,12,1994,백석로 175
