시설번호,놀이시설명,우편번호,주 소,설치일자,설치장소,운영구분,지역분류,민공구분
16735,숲속마을8단지 주공아파트 유아놀이터,10306,"경기도 고양시 일산동구 숲속마을1로 115 (풍동, 숲속마을8단지아파트)",2006-07-10,주택단지,운영,경기 고양시 일산동구 풍동,민간
16736,숲속마을2단지 주공아파트 204동 제1놀이터,10307,"경기도 고양시 일산동구 숲속마을1로 55 (풍동, 숲속마을2단지아파트)",2006-07-01,주택단지,운영,경기 고양시 일산동구 풍동,민간
16738,숲속마을2단지 주공아파트 210동 제3놀이터,10307,"경기도 고양시 일산동구 숲속마을1로 55 (풍동, 숲속마을2단지아파트)",2006-07-01,주택단지,운영,경기 고양시 일산동구 풍동,민간
16740,양지마을4단지 건영아파트 놀이터,10362,"경기도 고양시 일산동구 대산로31번길 68 (정발산동, 양지마을4단지건영빌라)",2007-10-20,주택단지,운영,경기 고양시 일산동구 정발산동,민간
16745,하늘마을2단지 주공아파트 206동옆 제1놀이터,10310,경기도 고양시 일산동구 하늘마을로 92 (중산동),2007-10-01,주택단지,운영,경기 고양시 일산동구 중산동,민간
16747,하늘마을2단지 주공아파트 209동 옆 제2놀이터,10310,경기도 고양시 일산동구 하늘마을로 92 (중산동),2007-10-01,주택단지,운영,경기 고양시 일산동구 중산동,민간
16748,하늘마을2단지 주공아파트 210동 옆 제3놀이터,10310,경기도 고양시 일산동구 하늘마을로 92 (중산동),2007-10-01,주택단지,운영,경기 고양시 일산동구 중산동,민간
16751,하늘마을2단지 주공아파트 204동 옆 제1놀이터,10310,경기도 고양시 일산동구 하늘마을로 92 (중산동),2007-10-01,주택단지,운영,경기 고양시 일산동구 중산동,민간
16753,하늘마을2단지 주공아파트 어린이집 옆 제5유아놀이터,10310,경기도 고양시 일산동구 하늘마을로 92 (중산동),2007-10-01,주택단지,운영,경기 고양시 일산동구 중산동,민간
16754,백송마을8단지 선경코오롱아파트 804동 제2놀이터,10418,경기도 고양시 일산동구 백석로 153 (백석동),2007-11-10,주택단지,운영,경기 고양시 일산동구 백석동,민간
16763,은행마을2단지 동문우인아파트 202동 옆 제1놀이터,10304,"경기도 고양시 일산동구 은행마을로 62 (식사동, 은행마을2단지동문굿모닝힐아파트)",2002-05-01,주택단지,운영,경기 고양시 일산동구 식사동,민간
16765,은행마을2단지 동문우인아파트 204동 옆 제2놀이터,10304,"경기도 고양시 일산동구 은행마을로 62 (식사동, 은행마을2단지동문굿모닝힐아파트)",2002-05-01,주택단지,운영,경기 고양시 일산동구 식사동,민간
16767,강촌마을5단지 라이프아파트 517동 옆 놀이터,10415,경기도 고양시 일산동구 강석로 108 (마두동),1993-11-30,주택단지,운영,경기 고양시 일산동구 마두동,민간
16768,양지마을3단지 건영아파트 어린이 놀이터,10362,경기도 고양시 일산동구 무궁화로75번길 45 (정발산동，양지마을3단지건영빌라),2006-10-20,주택단지,운영,경기 고양시 일산동구 정발산동,민간
16771,풍동성원3차아파트 어린이놀이시설,10307,경기 고양시 일산동구 풍동 성원아파트551-1,2000-06-29,주택단지,운영,경기 고양시 일산동구 풍동,민간
16772,백마마을5단지 쌍용한성아파트 508동 옆 제1놀이터,10417,"경기도 고양시 일산동구 경의로 333 (마두동, 백마마을5단지아파트)",1994-11-14,주택단지,운영,경기 고양시 일산동구 마두동,민간
16773,백마마을5단지 쌍용한성아파트 관리동 옆 제2놀이터,10417,"경기도 고양시 일산동구 경의로 333 (마두동, 백마마을5단지아파트)",1994-11-14,주택단지,운영,경기 고양시 일산동구 마두동,민간
16778,숲속마을7단지 주공아파트 제1어린이 놀이시설(705동앞),10305,"경기도 고양시 일산동구 숲속마을1로 116 (풍동, 숲속마을7단지아파트)",2006-08-11,주택단지,운영,경기 고양시 일산동구 풍동,민간
16779,숲속마을7단지 주공아파트 제2어린이 놀이시설(703동앞),10305,"경기도 고양시 일산동구 숲속마을1로 116 (풍동, 숲속마을7단지아파트)",2006-08-11,주택단지,운영,경기 고양시 일산동구 풍동,민간
16781,숲속마을6단지 두산위브아파트 602동 옆 놀이터,10306,경기도 고양시 일산동구 숲속마을로 70 (풍동),2006-09-28,주택단지,운영,경기 고양시 일산동구 풍동,민간
16782,사리현동문아파트2단지 203동 제1어린이놀이터,10261,"경기도 고양시 일산동구 공릉천로 64 (사리현동, 동문아파트)",2004-11-12,주택단지,운영,경기 고양시 일산동구 사리현동,민간
16783,사리현동문아파트2단지 201동 제2어린이놀이터,10261,"경기도 고양시 일산동구 공릉천로 64 (사리현동, 동문아파트)",2004-11-12,주택단지,운영,경기 고양시 일산동구 사리현동,민간
16784,사리현동문아파트1단지 어린이놀이터,10261,"경기도 고양시 일산동구 공릉천로 68 (사리현동, 동문아파트)",2004-11-12,주택단지,운영,경기 고양시 일산동구 사리현동,민간
16785,중산마을2단지 코오롱2차아파트 204동 옆 놀이터,10336,경기도 고양시 일산동구 중산로 253 (중산동),1995-10-30,주택단지,운영,경기 고양시 일산동구 중산동,민간
16788,강선마을 13단지 어린이놀이터,10366,경기도 고양시 일산서구 주엽동 81,1995-03-15,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16789,탄현마을 14단지 어린이놀이터,10344,"경기도 고양시 일산서구 산현로 45 (탄현동, 탄현마을14단지아파트)",2000-09-01,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16790,가좌마을 3단지 301동 옆 어린이놀이터,10210,"경기도 고양시 일산서구 가좌2로 53 (가좌동, 가좌마을3단지아파트)",2002-10-14,주택단지,운영,경기 고양시 일산서구 가좌동,민간
16791,가좌마을 3단지 308동 옆 어린이놀이터,10210,"경기도 고양시 일산서구 가좌2로 53 (가좌동, 가좌마을3단지아파트)",2002-10-14,주택단지,운영,경기 고양시 일산서구 가좌동,민간
16792,덕이1차동문아파트놀이터,10206,경기도 고양시 일산서구 덕이로 281-9,2001-10-13,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16793,일산동양아파트 105동 옆 어린이놀이터,10351,"경기도 고양시 일산서구 고양대로 631 (일산동, 동양아파트)",2003-10-01,주택단지,운영,경기 고양시 일산서구 일산동,민간
16794,일산동양아파트 102동 옆 어린이놀이터,10351,"경기도 고양시 일산서구 고양대로 631 (일산동, 동양아파트)",2003-10-01,주택단지,운영,경기 고양시 일산서구 일산동,민간
16795,대화마을 2단지 201동 옆 어린이놀이터,10219,"경기도 고양시 일산서구 대화2로 68 (대화동, 대화마을2단지아파트)",2002-09-01,주택단지,운영,경기 고양시 일산서구 대화동,민간
16796,대화마을 2단지 202동 옆 어린이놀이터,10219,"경기도 고양시 일산서구 대화2로 68 (대화동, 대화마을2단지아파트)",2002-09-01,주택단지,운영,경기 고양시 일산서구 대화동,민간
16798,문촌마을 5단지 501동 옆 어린이놀이터,10378,"경기도 고양시 일산서구 대산로 161 (주엽동, 문촌마을5단지아파트)",1994-05-09,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16801,탄현마을15단지 어린이놀이터,10344,경기도 고양시 일산서구 탄현동 1583,2000-09-22,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16802,장성마을 4단지 어린이놀이터,10382,"경기도 고양시 일산서구 호수로 896 (대화동, 장성마을4단지아파트)",2006-11-16,주택단지,운영,경기 고양시 일산서구 대화동,민간
16803,중앙하이츠아파트 관리소 놀이터,10227,경기도 고양시 일산서구 덕이동 1076,2014-09-01,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16804,중앙하이츠빌아파트 어린이놀이터,10227,경기도 고양시 일산서구 덕이동 1076,2014-09-01,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16805,후곡마을 7단지 관리동 옆 어린이놀이터,10371,"경기도 고양시 일산서구 킨텍스로 410 (일산동, 후곡마을7단지아파트)",2006-12-15,주택단지,운영,경기 고양시 일산서구 일산동,민간
16806,후곡마을 7단지 703동 옆 어린이놀이터,10371,"경기도 고양시 일산서구 킨텍스로 410 (일산동, 후곡마을7단지아파트)",2006-12-15,주택단지,운영,경기 고양시 일산서구 일산동,민간
16807,후곡마을 7단지 708동 옆 어린이놀이터,10371,"경기도 고양시 일산서구 킨텍스로 410 (일산동, 후곡마을7단지아파트)",2006-12-15,주택단지,운영,경기 고양시 일산서구 일산동,민간
16808,일산3차현대홈타운아파트 304동 옆 어린이놀이터,10349,"경기도 고양시 일산서구 일청로 45 (일산동, 일산3차현대홈타운)",2002-08-01,주택단지,운영,경기 고양시 일산서구 일산동,민간
16809,일산3차현대홈타운아파트 306동 옆 어린이놀이터,10349,"경기도 고양시 일산서구 일청로 45 (일산동, 일산3차현대홈타운)",2002-08-01,주택단지,운영,경기 고양시 일산서구 일산동,민간
16810,후곡마을4단지아파트 1동 앞 놀이터,10374,"경기도 고양시 일산서구 후곡로 36 (일산동, 후곡마을4단지아파트)",2011-07-01,주택단지,운영,경기 고양시 일산서구 일산동,민간
16811,후곡마을4단지아파트 8동 앞 놀이터,10374,"경기도 고양시 일산서구 후곡로 36 (일산동, 후곡마을4단지아파트)",2011-07-01,주택단지,운영,경기 고양시 일산서구 일산동,민간
16812,후곡5단지 영풍한진아파트 어린이놀이터(501동),10372,경기도 고양시 일산서구 후곡로 37 (일산동，후곡마을5단지),1995-10-30,주택단지,운영,경기 고양시 일산서구 일산동,민간
16813,후곡5단지 영풍한진아파트 어린이놀이터(506동),10372,경기도 고양시 일산서구 후곡로 37 (일산동，후곡마을5단지),1995-10-30,주택단지,운영,경기 고양시 일산서구 일산동,민간
16816,산들마을 3단지 306동 옆 어린이놀이터,10354,경기도 고양시 일산서구 일산2동 1654,2003-02-27,주택단지,운영,경기 고양시 일산서구 일산동,민간
16817,산들마을 3단지 302동 옆 어린이놀이터,10354,경기도 고양시 일산서구 일산2동 1654,2003-02-27,주택단지,운영,경기 고양시 일산서구 일산동,민간
16818,강선11단지 태영아파트 어린이놀이터,10366,경기도 고양시 일산서구 주엽동 73,1994-12-04,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16819,성저마을 15단지 어린이놀이터,10370,경기도 고양시 일산서구 대화동 2115,2007-10-31,주택단지,운영,경기 고양시 일산서구 대화동,민간
16820,덕이동 태영아파트 어린이놀이터,10233,경기도 고양시 일산서구 탄중로101번길 36 (덕이동，태영아파트),2003-05-03,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16822,성저마을 2단지 어린이놀이터,10376,경기도 고양시 일산서구 대화동 2209,1999-12-01,주택단지,운영,경기 고양시 일산서구 대화동,민간
16823,일산후곡마을 3단지 현대아파트 302동앞 놀이터,10374,"경기도 고양시 일산서구 후곡로 60 (일산동, 후곡마을3단지아파트)",1994-10-31,주택단지,운영,경기 고양시 일산서구 일산동,민간
16824,일산후곡마을 3단지 현대아파트 305동 앞 어린이놀이터,10374,"경기도 고양시 일산서구 후곡로 60 (일산동, 후곡마을3단지아파트)",1994-10-31,주택단지,운영,경기 고양시 일산서구 일산동,민간
16825,일산삼성아파트 101동 옆 어린이놀이터,10339,"경기도 고양시 일산서구 고봉로 351-17 (일산동, 삼성아파트)",2000-11-03,주택단지,운영,경기 고양시 일산서구 일산동,민간
16826,일산삼성아파트 106동 옆 놀이터,10339,"경기도 고양시 일산서구 고봉로 351-17 (일산동, 삼성아파트)",2000-11-03,주택단지,운영,경기 고양시 일산서구 일산동,민간
16827,후곡동신아파트 805동앞 놀이터,10371,"경기도 고양시 일산서구 후곡로 9 (일산동, 후곡마을8단지아파트)",1994-08-30,주택단지,운영,경기 고양시 일산서구 일산동,민간
16828,산들마을 6단지 어린이놀이터,10340,경기도 고양시 일산서구 일산동 1686,2005-03-21,주택단지,운영,경기 고양시 일산서구 일산동,민간
16829,문촌마을 10단지 어린이놀이터,10379,경기도 고양시 일산서구 주엽동 17,1997-10-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16830,강선마을 15단지 1502동 옆 어린이놀이터,10365,"경기도 고양시 일산서구 강선로 30 (주엽동, 강선마을15단지아파트)",2007-08-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16831,강선마을 15단지 1507동 옆 어린이놀이터,10365,"경기도 고양시 일산서구 강선로 30 (주엽동, 강선마을15단지아파트)",2007-08-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16832,대화마을 7단지 703동 옆 어린이놀이터,10218,"경기도 고양시 일산서구 대화1로 70 (대화동, 대화마을7단지아파트)",2003-06-26,주택단지,운영,경기 고양시 일산서구 대화동,민간
16835,성저마을 풍림3차아파트 어린이놀이터,10376,"경기도 고양시 일산서구 강성로 270 (대화동, 성저마을3단지아파트)",2006-10-01,주택단지,운영,경기 고양시 일산서구 대화동,민간
16836,탄현마을 3단지 어린이놀이터,10243,"경기도 고양시 일산서구 일현로 92 (탄현동, 탄현마을3단지)",1995-05-03,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16837,성저마을 14단지 어린이놀이터,10370,경기도 고양시 일산서구 대화동 2111,1993-04-20,주택단지,운영,경기 고양시 일산서구 대화동,민간
16838,문촌15단지부영아파트어린이놀이터,10384,경기도 고양시 일산서구 주엽로 121 (주엽동，문촌마을15단지),2006-10-10,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16840,대화마을 1단지 106동 앞 어린이놀이터,10219,"경기도 고양시 일산서구 대화1로 19 (대화동, 대화마을1단지)",2002-05-23,주택단지,운영,경기 고양시 일산서구 대화동,민간
16841,동양라파크아파트 어린이놀이터,10233,경기도 고양시 일산서구 덕이동 382-13,2002-02-28,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16842,일산태영아파트 103동 옆 어린이놀이터,10352,경기도 고양시 일산서구 일산1동 954,2002-10-10,주택단지,운영,경기 고양시 일산서구 일산동,민간
16843,일산태영아파트 106동 옆 어린이놀이터,10352,경기도 고양시 일산서구 일산1동 954,2002-10-10,주택단지,운영,경기 고양시 일산서구 일산동,민간
16844,산들마을 5단지 501동옆 어린이놀이터,10354,경기도 고양시 일산서구 일산2동 1670,2004-10-17,주택단지,운영,경기 고양시 일산서구 일산동,민간
16845,산들마을 5단지 505동 옆 어린이놀이터 (관리동),10354,경기도 고양시 일산서구 일산2동 1670,2004-10-17,주택단지,운영,경기 고양시 일산서구 일산동,민간
16846,일신건영휴먼빌1차 109동놀이터,10348,경기도 고양시 일산서구 일산1동 1655,2003-12-22,주택단지,운영,경기 고양시 일산서구 일산동,민간
16848,문촌17단지 신안아파트 놀이터,10385,"경기도 고양시 일산서구 주엽로 102 (주엽동, 문촌마을17단지)",1994-12-05,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16852,탄현마을 6단지 605동 옆 어린이놀이터,10240,"경기도 고양시 일산서구 현중로 62 (탄현동, 탄현마을6단지)",1994-10-22,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16854,강선마을 8단지 804동 옆 어린이놀이터,10361,"경기도 고양시 일산서구 강선로 70 (주엽동, 강선마을8단지아파트)",1993-11-26,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16857,덕이2차동문아파트 202동 옆 어린이놀이터,10212,경기도 고양시 일산서구 덕이동 1037,2002-09-01,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16858,덕이2차동문아파트 205동 옆 어린이놀이터,10212,경기도 고양시 일산서구 덕이동 1037,2002-09-01,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16865,쌍용아파트 101동 어린이놀이터,10241,경기도 고양시 일산서구 탄현동 130,2005-02-01,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16866,쌍용아파트 103동 어린이놀이터,10241,경기도 고양시 일산서구 탄현동 130,2005-02-01,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16867,일산신원1차아파트 어린이놀이터,10348,경기도 고양시 일산서구 일산동 2125,2002-12-31,주택단지,운영,경기 고양시 일산서구 일산동,민간
16868,일산신원2차아파트 어린이놀이터,10348,경기도 고양시 일산서구 일산동 2121,2003-01-30,주택단지,운영,경기 고양시 일산서구 일산동,민간
16875,탄현마을 16단지 관리동 옆 어린이놀이터,10345,"경기도 고양시 일산서구 현중로 10 (탄현동, 탄현마을16단지아파트)",2000-10-15,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16876,탄현마을 16단지 1601동 옆 어린이놀이터,10345,"경기도 고양시 일산서구 현중로 10 (탄현동, 탄현마을16단지아파트)",2000-10-15,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16877,후곡마을 14단지 어린이놀이터,10356,"경기도 고양시 일산서구 강선로 164 (일산동, 후곡마을14단지아파트)",1994-05-30,주택단지,운영,경기 고양시 일산서구 일산동,민간
16878,탄현1차주은아파트 101동 옆 어린이놀이터,10347,"경기도 고양시 일산서구 산현로92번길 20 (일산동, 탄현1차주은아파트)",1999-12-10,주택단지,운영,경기 고양시 일산서구 일산동,민간
16879,탄현1차주은아파트 102동 옆 어린이놀이터,10347,"경기도 고양시 일산서구 산현로92번길 20 (일산동, 탄현1차주은아파트)",1999-12-10,주택단지,운영,경기 고양시 일산서구 일산동,민간
16881,강선마을 12단지 어린이놀이터,10366,경기도 고양시 일산서구 주엽동 83,1994-04-30,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16884,문촌마을 2단지 201동 옆 어린이놀이터,10371,"경기도 고양시 일산서구 대산로 164 (주엽동, 문촌마을2단지아파트)",1994-11-26,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16885,문촌마을 2단지 208동 옆 어린이놀이터,10371,"경기도 고양시 일산서구 대산로 164 (주엽동, 문촌마을2단지아파트)",1994-11-26,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16886,성저마을 12단지 어린이놀이터,10369,경기도 고양시 일산서구 대화동 2003,1995-01-01,주택단지,운영,경기 고양시 일산서구 대화동,민간
16887,고양시대화마을3단지 동문아파트308동,10218,경기도 고양시 일산서구 대화1로 51 (대화동，대화마을3단지아파트),2002-10-18,주택단지,운영,경기 고양시 일산서구 대화동,민간
16888,고양시 대화마을3단지동문아파트 302동,10218,경기도 고양시 일산서구 대화1로 51 (대화동，대화마을3단지아파트),2002-10-18,주택단지,운영,경기 고양시 일산서구 대화동,민간
16889,고양시대화마을3단지 동문아파트304동,10218,경기도 고양시 일산서구 대화1로 51 (대화동，대화마을3단지아파트),2002-10-18,주택단지,운영,경기 고양시 일산서구 대화동,민간
16890,일산5차동문아파트 어린이놀이터,10349,"경기도 고양시 일산서구 탄중로 501 (일산동, 일산5차동문아파트)",2000-09-16,주택단지,운영,경기 고양시 일산서구 일산동,민간
16891,성저마을 7단지 706동 옆 어린이놀이터,10368,경기도 고양시 일산서구 대화동 2081,2014-07-01,주택단지,운영,경기 고양시 일산서구 대화동,민간
16892,탄현마을 12단지 어린이놀이터,10344,"경기도 고양시 일산서구 산현로17번길 12 (탄현동, 탄현마을12단지아파트)",2000-09-27,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16893,강선마을 2단지 203동 옆 어린이놀이터,10360,"경기도 고양시 일산서구 강선로 116 (주엽동, 강선마을2단지아파트)",2004-12-30,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16894,강선마을 2단지 207동 옆 어린이놀이터,10360,"경기도 고양시 일산서구 강선로 116 (주엽동, 강선마을2단지아파트)",2004-12-30,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16896,탄현마을 4단지 402동 옆 어린이놀이터,10240,"경기도 고양시 일산서구 홀트로 57 (탄현동, 탄현마을4단지아파트)",2006-01-01,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16897,탄현마을 4단지 405동 옆 어린이놀이터,10240,"경기도 고양시 일산서구 홀트로 57 (탄현동, 탄현마을4단지아파트)",2006-01-01,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16898,일산성저5단지아파트 어린이놀이터(1놀이터),10367,경기도 고양시 일산서구 성저로 9 (대화동),2006-12-15,주택단지,운영,경기 고양시 일산서구 대화동,민간
16899,일산성저5단지아파트 어린이놀이터(2놀이터),10367,경기도 고양시 일산서구 성저로 9 (대화동),2006-12-15,주택단지,운영,경기 고양시 일산서구 대화동,민간
16900,에이스11차아파트 어린이놀이터,10348,경기도 고양시 일산서구 일산동 2019,1996-11-01,주택단지,운영,경기 고양시 일산서구 일산동,민간
16901,탄현마을 7단지 706동 옆 어린이놀이터,10249,"경기도 고양시 일산서구 탄현로 64 (탄현동, 탄현마을7단지아파트)",1995-05-03,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16902,강선마을 6단지 601동 옆 어린이놀이터,10388,"경기도 고양시 일산서구 대산로 99 (주엽동, 강선마을6단지아파트)",2007-10-10,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16903,강선마을 6단지 607동 옆 어린이놀이터,10388,"경기도 고양시 일산서구 대산로 99 (주엽동, 강선마을6단지아파트)",2007-10-10,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16904,강선마을 6단지 609동 옆 어린이놀이터,10388,"경기도 고양시 일산서구 대산로 99 (주엽동, 강선마을6단지아파트)",2007-10-10,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16908,문촌마을 6단지 608동 옆 어린이놀이터,10378,"경기도 고양시 일산서구 대산로 183 (주엽동, 문촌마을6단지아파트)",1994-01-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16909,문촌마을 6단지 602동 옆 어린이놀이터,10378,"경기도 고양시 일산서구 대산로 183 (주엽동, 문촌마을6단지아파트)",1994-01-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16912,장성마을 3단지 305동 옆 어린이놀이터,10382,"경기도 고양시 일산서구 일산로 808 (대화동, 장성마을3단지아파트)",2014-07-13,주택단지,운영,경기 고양시 일산서구 대화동,민간
16913,문촌마을 12단지 어린이놀이터,10379,경기도 고양시 일산서구 주엽동138,1996-01-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16914,일산 쌍용아파트 어린이놀이터,10340,경기도 고양시 일산서구 일산2동 576-4,2009-09-08,주택단지,운영,경기 고양시 일산서구 일산동,민간
16915,일산성저6단지아파트 어린이놀이터,10367,경기도 고양시 일산서구 성저로 25 (대화동),2006-12-15,주택단지,운영,경기 고양시 일산서구 대화동,민간
16916,덕이 동문3차아파트 관리동 옆 어린이놀이터,10228,경기도 고양시 일산서구 덕이동 676-1,2003-11-01,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16917,덕이 동문3차아파트 303동 옆 어린이놀이터,10228,경기도 고양시 일산서구 덕이동 676-1,2003-11-01,주택단지,운영,경기 고양시 일산서구 덕이동,민간
16926,강선5단지아파트 (건영놀이터 내),10361,경기도 고양시 일산서구 강선로 96 (주엽동，강선마을5단지아파트),2006-11-10,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16927,강선5단지아파트 (동부놀이터 내),10361,경기도 고양시 일산서구 강선로 96 (주엽동，강선마을5단지아파트),2006-11-10,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16928,강선마을 9단지 901동 옆 어린이놀이터,10361,"경기도 고양시 일산서구 강성로 62 (주엽동, 강선마을9단지아파트)",1993-05-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16929,강선마을 9단지 907동 옆 어린이놀이터,10361,"경기도 고양시 일산서구 강성로 62 (주엽동, 강선마을9단지아파트)",1993-05-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16930,강선마을 9단지 909동 옆 어린이놀이터,10361,"경기도 고양시 일산서구 강성로 62 (주엽동, 강선마을9단지아파트)",1993-05-01,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16931,강선마을 1단지 103동옆 어린이놀이터,10375,"경기도 고양시 일산서구 대산로 106 (주엽동, 강선마을1단지아파트)",2011-09-07,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16932,강선마을 1단지 109동 옆 어린이놀이터,10375,"경기도 고양시 일산서구 대산로 106 (주엽동, 강선마을1단지아파트)",2011-09-07,주택단지,운영,경기 고양시 일산서구 주엽동,민간
16933,"후곡마을 11,12단지 1101동 옆 어린이놀이터",10356,"경기도 고양시 일산서구 강선로 188 (일산동, 후곡마을11단지아파트)",2006-11-28,주택단지,운영,경기 고양시 일산서구 일산동,민간
16934,"후곡마을 11,12단지 1104동 옆 어린이놀이터",10356,"경기도 고양시 일산서구 강선로 188 (일산동, 후곡마을11단지아파트)",2006-11-28,주택단지,운영,경기 고양시 일산서구 일산동,민간
16935,"후곡마을 11,12단지 1109동 옆 어린이놀이터",10356,"경기도 고양시 일산서구 강선로 188 (일산동, 후곡마을11단지아파트)",2006-11-28,주택단지,운영,경기 고양시 일산서구 일산동,민간
16936,"후곡마을 11,12단지 1202동옆 어린이놀이터",10356,"경기도 고양시 일산서구 강선로 188 (일산동, 후곡마을11단지아파트)",2006-11-28,주택단지,운영,경기 고양시 일산서구 일산동,민간
16937,"후곡마을 11,12단지 1204동 옆 어린이놀이터",10356,"경기도 고양시 일산서구 강선로 188 (일산동, 후곡마을11단지아파트)",2006-11-28,주택단지,운영,경기 고양시 일산서구 일산동,민간
16938,"후곡마을 11,12단지 1209동 옆 어린이놀이터",10356,"경기도 고양시 일산서구 강선로 188 (일산동, 후곡마을11단지아파트)",2006-11-28,주택단지,운영,경기 고양시 일산서구 일산동,민간
16939,탄현마을 11단지 1102동 옆 어린이놀이터,10344,"경기도 고양시 일산서구 산현로17번길 38 (탄현동, 탄현마을11단지아파트)",2000-01-01,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16940,탄현마을 11단지 1103동 옆 어린이놀이터,10344,"경기도 고양시 일산서구 산현로17번길 38 (탄현동, 탄현마을11단지아파트)",2000-01-01,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16943,탄현마을 9단지 905동 옆 어린이놀이터,10249,"경기도 고양시 일산서구 탄현로 80 (탄현동, 탄현마을9단지아파트)",1994-10-21,주택단지,운영,경기 고양시 일산서구 탄현동,민간
16944,가좌1단지 양우아파트 제1놀이터,10209,"경기도 고양시 일산서구 가좌4로 29 (가좌동, 가좌마을1단지아파트)",2005-10-27,주택단지,운영,경기 고양시 일산서구 가좌동,민간
23095,화정13호 어린이공원,10477,경기 고양시 덕양구 화정동890,1994-12-31,도시공원,운영,경기 고양시 덕양구 화정동,공공
23112,서정마을 4단지 어린이 놀이시설 2 (402동),10491,"경기도 고양시 덕양구 서정마을로 46 (행신동, 서정마을4단지아파트)",2008-06-10,주택단지,운영,경기 고양시 덕양구 행신동,민간
23146,별빛마을 10단지 어린이 놀이시설 2,10502,"경기도 고양시 덕양구 화신로 291 (화정동, 별빛마을10단지아파트)",1996-05-01,주택단지,운영,경기 고양시 덕양구 화정동,민간
23244,강선3단지 한신아파트 305동 앞 놀이터,10360,"경기도 고양시 일산서구 대산로 56 (주엽동, 강선마을3단지아파트)",2008-10-21,주택단지,운영,경기 고양시 일산서구 주엽동,민간
23296,강선문화어린이집 실외놀이터,10375,경기도 고양시 일산서구 대산로 102 (주엽동)강선문화어린이집,2010-03-25,어린이집,운영,경기 고양시 일산서구,민간
23331,능곡9호(회화나무) 어린이공원,10518,경기 고양시 덕양구 행신동988,1997-12-31,도시공원,운영,경기 고양시 덕양구 행신동,공공
23409,일산동구청어린이집 놀이터,10409,경기도 고양시 일산동구 중앙로 1256 (마두동),2008-06-18,어린이집,운영,경기 고양시 일산동구 마두동,공공
23416,화정11호 어린이공원,10473,경기 고양시 덕양구 화정동853,1994-12-31,도시공원,운영,경기 고양시 덕양구 화정동,공공
23417,능곡2호(소나무) 어린이공원,10504,경기 고양시 덕양구 화정동1136,1997-12-31,도시공원,운영,경기 고양시 덕양구 화정동,공공
23418,행신4호 어린이공원,10525,경기 고양시 덕양구 행신동755,1997-12-31,도시공원,운영,경기 고양시 덕양구 행신동,공공
23426,매봉재 어린이공원 놀이터(일산19호 어린이공원),10357,경기 일산동구 정발산동 1123,2008-06-20,도시공원,운영,경기 고양시 일산동구 정발산동,공공
